ipnr17,v313_dk,v314_dk,v315_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
CZ778813,Short-cycle tertiary eduation,350.000<,Male,65.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ465125,Secondary education,250.000-350.000,Male,26.0,Enlig,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Mellemlange vid. udd,Grundskole og gym.,2,77,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ335778,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,4.0,Socialdemokraterne,Nej,ja
CZ337282,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Korte vid. udd,Uoplyst,2,77,,"Venstre, Danmarks Liberale Parti",Ja,ja
FU657942,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,31.0,Papirløst partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,4,4,1.0,Alternativet,Nej,ja
FU366733,Elementary school or unknown,<150.0000,Female,20.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Ja,ja
FU202992,Medium-cycle tertiary eduation,250.000-350.000,Male,70.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Mellemlange vid. udd,4,4,2.0,Socialistisk Folkeparti,Ja,nej
FU422599,Short-cycle tertiary eduation,150.000-250.000,Female,56.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,3,2,1.0,Socialdemokraterne,Ja,ja
CZ331259,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,32.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,4,3,3.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
CZ814208,Secondary education,<150.0000,Male,21.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,77,,Liberal Alliance (tidl. Ny Alliance),Nej,ja
FU112143,Medium-cycle tertiary eduation,<150.0000,Male,78.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,2,2.0,Dansk Folkeparti,Nej,ja
CZ346317,Elementary school or unknown,150.000-250.000,Female,74.0,Skilt,Ingen børn,De 3 store provinsbyer,Korte vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,2.0,Enhedslisten m.fl.,Ja,ja
CZ714779,Secondary education,250.000-350.000,Female,37.0,Papirløst partnerskab,Ingen børn,Mellemstore byer,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Mellemlange vid. udd,3,3,4.0,Alternativet,Ja,nej
CZ264438,Medium-cycle tertiary eduation,250.000-350.000,Male,47.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,4,5.0,Socialistisk Folkeparti,Ja,nej
CZ180792,Elementary school or unknown,350.000<,Male,70.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Grundskole og gym.,Mellemlange vid. udd,Erhvervsfaglige uddannelser,3,2,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ263763,Secondary education,150.000-250.000,Male,51.0,Gift eller reg. partnerskab,5 børn,Mellemstore byer,Lang vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,2,3.0,Det Radikale Venstre,Ja,nej
CZ113277,Short-cycle tertiary eduation,250.000-350.000,Male,47.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Korte vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,3,1,4.0,"Venstre, Danmarks Liberale Parti",Ja,nej
CZ628420,Secondary education,<150.0000,Male,66.0,Enlig,2 børn,Mindre byer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Nej,ja
CZ580210,Short-cycle tertiary eduation,350.000<,Male,49.0,Gift eller reg. partnerskab,Ingen børn,Mindre byer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,5.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
FU878303,Medium-cycle tertiary eduation,150.000-250.000,Female,40.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,4.0,Socialdemokraterne,Ja,ja
FU811853,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,55.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,5.0,Enhedslisten m.fl.,Ja,nej
CZ194153,Medium-cycle tertiary eduation,250.000-350.000,Female,57.0,Enke/enkemand,3 børn,Mellemstore byer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,2.0,Socialdemokraterne,Nej,ja
CZ846338,Medium-cycle tertiary eduation,350.000<,Male,44.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,5.0,Det Radikale Venstre,Nej,nej
FU669713,Medium-cycle tertiary eduation,250.000-350.000,Female,50.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,4,4.0,Enhedslisten m.fl.,Nej,ja
CZ308177,Medium-cycle tertiary eduation,350.000<,Male,62.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Mellemlange vid. udd,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,2,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
FU526255,Secondary education,150.000-250.000,Female,47.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Uoplyst,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU608039,Medium-cycle tertiary eduation,250.000-350.000,Female,54.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,2,2.0,Enhedslisten m.fl.,Nej,nej
FU729518,Elementary school or unknown,150.000-250.000,Female,78.0,Gift eller reg. partnerskab,Uoplyst,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,3,2,1.0,Socialdemokraterne,Nej,ja
FU880722,Elementary school or unknown,<150.0000,Female,70.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Uoplyst,Uoplyst,Ukendt,2,2.0,Socialdemokraterne,Nej,ja
CZ668707,Medium-cycle tertiary eduation,<150.0000,Female,66.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,3.0,Alternativet,Ja,ja
CZ864734,Medium-cycle tertiary eduation,350.000<,Female,43.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,Lang vid. udd,4,2,5.0,Socialdemokraterne,Ja,ja
FU146502,Elementary school or unknown,150.000-250.000,Male,54.0,Gift eller reg. partnerskab,5 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Mellemlange vid. udd,Erhvervsfaglige uddannelser,1,2,3.0,Dansk Folkeparti,Ja,ja
FU183868,Medium-cycle tertiary eduation,150.000-250.000,Female,35.0,Gift eller reg. partnerskab,6 børn eller flere,,Korte vid. udd,Grundskole og gym.,Mellemlange vid. udd,Korte vid. udd,4,2,3.0,Enhedslisten m.fl.,Ja,nej
FU562191,Elementary school or unknown,350.000<,Male,60.0,Gift eller reg. partnerskab,2 børn,,Uoplyst,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ216079,Elementary school or unknown,<150.0000,Female,91.0,Enke/enkemand,6 børn eller flere,Mellemstore byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,77,1.0,Dansk Folkeparti,Nej,ja
FU885194,Elementary school or unknown,150.000-250.000,Male,76.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,2.0,Socialistisk Folkeparti,Nej,nej
FU553927,Secondary education,350.000<,Male,51.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,4.0,Vil stemme blankt,Ja,ja
CZ838251,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,44.0,Enlig,Ingen børn,Større provinsbyer,Lang vid. udd,Irrelevant,Grundskole og gym.,Korte vid. udd,4,77,1.0,Enhedslisten m.fl.,Ja,nej
FU145371,Secondary education,250.000-350.000,Female,82.0,Enke/enkemand,4 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,,"Venstre, Danmarks Liberale Parti",Ja,ja
FU859211,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,41.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU838642,Elementary school or unknown,<150.0000,Female,20.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Korte vid. udd,Korte vid. udd,2,77,1.0,Vil stemme blankt,Ja,ja
FU709756,Secondary education,150.000-250.000,Female,54.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Socialdemokraterne,Nej,nej
FU837811,Secondary education,150.000-250.000,Male,52.0,Skilt,2 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,3.0,Socialdemokraterne,Nej,ja
FU382132,Secondary education,250.000-350.000,Female,55.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU211967,Short-cycle tertiary eduation,<150.0000,Male,52.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Nej,nej
CZ493541,Short-cycle tertiary eduation,150.000-250.000,Male,49.0,Papirløst partnerskab,3 børn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,3.0,Socialistisk Folkeparti,Nej,nej
CZ186529,Medium-cycle tertiary eduation,150.000-250.000,Male,70.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ715652,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,40.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Korte vid. udd,4,4,5.0,,Ja,ja
FU260894,Medium-cycle tertiary eduation,350.000<,Female,63.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Uoplyst,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,4.0,Vil stemme blankt,Nej,nej
FU885412,Elementary school or unknown,150.000-250.000,Female,30.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,3,3.0,Socialdemokraterne,Nej,ja
CZ363211,Short-cycle tertiary eduation,250.000-350.000,Male,50.0,Skilt,2 børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Korte vid. udd,4,77,3.0,"Venstre, Danmarks Liberale Parti",Nej,nej
FU363260,Medium-cycle tertiary eduation,<150.0000,Female,65.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,3.0,Enhedslisten m.fl.,Nej,nej
FU360631,Secondary education,250.000-350.000,Male,64.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Korte vid. udd,3,2,4.0,Socialdemokraterne,Nej,ja
FU802036,Secondary education,150.000-250.000,Male,50.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Nej,ja
CZ742089,Secondary education,350.000<,Male,72.0,Gift eller reg. partnerskab,4 børn,Mindre byer,Korte vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,2,4.0,Socialistisk Folkeparti,Nej,nej
FU175863,Secondary education,350.000<,Male,66.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ829814,Secondary education,150.000-250.000,Male,41.0,Papirløst partnerskab,2 børn,Mindre byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,1,2,3.0,,Nej,ja
CZ802636,Medium-cycle tertiary eduation,250.000-350.000,Male,56.0,Gift eller reg. partnerskab,4 børn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,Socialdemokraterne,Nej,ja
CZ365789,Elementary school or unknown,150.000-250.000,Female,48.0,Papirløst partnerskab,3 børn,Landområder og landsbyer,Grundskole og gym.,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,3.0,,Ja,ja
FU898074,Secondary education,250.000-350.000,Male,55.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Nej,nej
CZ426473,Medium-cycle tertiary eduation,350.000<,Female,53.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,2,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU509362,Elementary school or unknown,250.000-350.000,Female,50.0,Enlig,1 barn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,1.0,,Nej,nej
CZ733289,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,5.0,Socialdemokraterne,Ja,ja
CZ436723,Secondary education,<150.0000,Female,70.0,Papirløst partnerskab,1 barn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Uoplyst,2,2,,,Nej,ja
FU613776,Elementary school or unknown,<150.0000,Female,20.0,Enlig,Ingen børn,,Uoplyst,Irrelevant,Korte vid. udd,Mellemlange vid. udd,2,77,2.0,Socialdemokraterne,Ja,nej
FU687870,Medium-cycle tertiary eduation,150.000-250.000,Male,45.0,Enlig,1 barn,,Uoplyst,Irrelevant,Korte vid. udd,Korte vid. udd,4,77,1.0,Det Konservative Folkeparti,Ja,ja
FU483282,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,35.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,4,4,5.0,Det Radikale Venstre,Nej,nej
FU144546,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,54.0,Skilt,2 børn,,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,4,77,2.0,Alternativet,Ja,nej
CZ846424,Medium-cycle tertiary eduation,350.000<,Female,51.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,Lang vid. udd,4,4,4.0,Det Radikale Venstre,Ja,ja
FU854586,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,52.0,Skilt,2 børn,,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,4,77,5.0,Det Konservative Folkeparti,Nej,ja
CZ132980,Elementary school or unknown,150.000-250.000,Female,34.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Korte vid. udd,2,2,4.0,Socialistisk Folkeparti,Nej,ja
FU782298,Short-cycle tertiary eduation,<150.0000,Male,73.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,4,5.0,Dansk Folkeparti,Nej,nej
FU567843,Elementary school or unknown,<150.0000,Male,18.0,Enlig,1 barn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Nej,nej
FU805880,Elementary school or unknown,<150.0000,Male,19.0,Gift eller reg. partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Uoplyst,Korte vid. udd,2,77,4.0,Socialdemokraterne,Nej,ja
FU186868,Secondary education,<150.0000,Male,56.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,1,1,2.0,Vil stemme blankt,Nej,nej
FU270184,Elementary school or unknown,<150.0000,Female,88.0,Enke/enkemand,4 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,,Socialdemokraterne,Ja,ja
FU694395,Elementary school or unknown,150.000-250.000,Female,43.0,Enlig,4 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,1.0,Dansk Folkeparti,Nej,nej
FU784564,Secondary education,<150.0000,Male,60.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,4,77,3.0,Det Konservative Folkeparti,Nej,ja
FU388576,Elementary school or unknown,<150.0000,Male,18.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Lang vid. udd,Erhvervsfaglige uddannelser,Ukendt,77,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
FU706609,Elementary school or unknown,150.000-250.000,Male,58.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Socialdemokraterne,Nej,ja
CZ512451,Secondary education,150.000-250.000,Female,72.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Korte vid. udd,4,2,2.0,Socialdemokraterne,Ja,ja
CZ149694,Secondary education,150.000-250.000,Female,80.0,Skilt,2 børn,Mellemstore byer,Korte vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Socialdemokraterne,Nej,ja
FU446691,Secondary education,250.000-350.000,Female,65.0,Papirløst partnerskab,Ingen børn,,Uoplyst,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,4,4.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
FU895619,Medium-cycle tertiary eduation,150.000-250.000,Female,36.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,4,1,4.0,Enhedslisten m.fl.,Ja,nej
FU677259,Medium-cycle tertiary eduation,150.000-250.000,Male,42.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,4.0,Socialistisk Folkeparti,Ja,nej
CZ399533,Elementary school or unknown,<150.0000,Male,84.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ431741,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,63.0,Enke/enkemand,4 børn,Større provinsbyer,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Lang vid. udd,4,77,4.0,Socialistisk Folkeparti,Nej,ja
CZ399830,Secondary education,<150.0000,Female,42.0,Gift eller reg. partnerskab,5 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,4.0,,Nej,ja
CZ682413,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,80.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Lang vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
FU569239,Secondary education,150.000-250.000,Female,67.0,Enlig,Uoplyst,,Uoplyst,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Dansk Folkeparti,Nej,ja
CZ548876,Elementary school or unknown,<150.0000,Male,22.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,1.0,Alternativet,Nej,ja
FU420653,Elementary school or unknown,250.000-350.000,Female,60.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ114560,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,44.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,3.0,Socialdemokraterne,Nej,nej
CZ726102,Medium-cycle tertiary eduation,250.000-350.000,Male,42.0,Papirløst partnerskab,1 barn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,3,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU765968,Secondary education,150.000-250.000,Female,43.0,Skilt,1 barn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,3.0,Socialdemokraterne,Nej,ja
CZ803321,Elementary school or unknown,150.000-250.000,Male,59.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,4,2.0,Dansk Folkeparti,Nej,ja
CZ143709,Secondary education,250.000-350.000,Male,54.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ698635,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,32.0,Papirløst partnerskab,1 barn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,Socialdemokraterne,Ja,ja
