v57,v58,v59,v60,v61,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken,ipnr17
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig dårligt,5.,1. Indvandrere gør problemerne med kriminalitet værre,2.,7.,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,3.,Sjældent,Sjældent,En eller to gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,41,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,4,Dansk Folkeparti,Ja,ja,FU628285
Ja,Ja,Nej,Nej,Nej,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Slet ingen tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,8.,4.,4.,5.,Slet ikke vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Meget vigtigt,5.,En eller to gange om ugen,Sjældent,Flere gange om ugen,I mindre grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,<150.0000,Male,22,Enlig,Ingen børn,Mellemstore byer,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,77,1,Socialdemokraterne,Nej,ja,CZ327016
Ja,Ja,Nej,Ja,Ja,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,8.,6.,7.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Hver dag,Sjældent,Sjældent,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,150.000-250.000,Male,56,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Mellemlange vid. udd,Korte vid. udd,Korte vid. udd,Lang vid. udd,1,3,4,Socialdemokraterne,Nej,nej,CZ869486
Ja,Ja,Nej,Ja,Ja,Ikke særlig stor tillid,Ret stor tillid,Ved ikke,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,3.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,9.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Flere gange om ugen,Flere gange om ugen,Hver dag,I høj grad,I høj grad,I høj grad,I høj grad,I nogen grad,I høj grad,I nogen grad,Til en vis grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Female,66,Gift eller reg. partnerskab,Uoplyst,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,1,Dansk Folkeparti,Ja,ja,FU107239
Ja,Nej,Nej,Ja,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,5.,5.,2.,3.,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,8.,Aldrig,Sjældent,Sjældent,I nogen grad,Til en vis grad,I nogen grad,I mindre grad,I nogen grad,I høj grad,Til en vis grad,I mindre grad,I nogen grad,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Male,74,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,2,Socialdemokraterne,Nej,ja,CZ340112
Nej,Nej,Nej,Nej,Ja,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Hverken godt eller dårligt,5.,8.,5.,9.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Meget vigtigt,8.,Flere gange om ugen,Sjældent,Flere gange om ugen,Til en vis grad,Til en vis grad,I mindre grad,Slet ikke,I nogen grad,I nogen grad,I mindre grad,I mindre grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Male,19,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Uoplyst,2,77,,Liberal Alliance (tidl. Ny Alliance),Nej,ja,CZ857349
Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,4.,2.,2.,8.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Sjældent,Sjældent,Sjældent,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,I høj grad,Til en vis grad,Slet ikke,I høj grad,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Female,47,Skilt,4 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,,Dansk Folkeparti,Ja,ja,FU576381
Nej,Nej,Nej,Nej,Ja,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,5.,7.,5.,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,En eller to gange om ugen,Sjældent,En eller to gange om ugen,I høj grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,<150.0000,Male,44,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,2,3,Det Radikale Venstre,Ja,nej,FU265081
Nej,Ja,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Temmelig godt,9.,8.,8.,8.,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,8.,Sjældent,Aldrig,Sjældent,Til en vis grad,I nogen grad,I høj grad,Til en vis grad,I høj grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,52,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Korte vid. udd,4,77,3,Vil stemme blankt,Nej,ja,FU235806
Ja,Ja,Ja,Ja,Nej,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig godt,8.,3.,3.,7.,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,3.,Aldrig,Hver dag,Hver dag,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,52,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,2,4,Det Konservative Folkeparti,Ja,nej,FU662378
Nej,Nej,Nej,Nej,Nej,Nægter at svare,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Nægter at svare,Temmelig godt,9.,9.,10. Indvandrere belaster ikke velfærdssystemet,6.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Sjældent,Flere gange om ugen,Sjældent,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,350.000<,Male,68,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,2,,Socialistisk Folkeparti,Nej,nej,FU672317
Ja,Ja,Ja,Ja,Nej,Nægter at svare,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Nægter at svare,1. Indvandrere tager jobs fra danskere,Ved ikke,10. Indvandrere belaster ikke velfærdssystemet,5.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,1. Udvidelsen skal fortsætte,Aldrig,Aldrig,Flere gange om ugen,Til en vis grad,Til en vis grad,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Meget vigtigt,Nægter at svare,Meget vigtigt,Elementary school or unknown,<150.0000,Female,49,Gift eller reg. partnerskab,6 børn eller flere,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,Ukendt,2,Enhedslisten m.fl.,,nej,FU215881
Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Temmelig dårligt,8.,3.,4.,6.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Flere gange om ugen,Sjældent,Flere gange om ugen,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,37,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4,Enhedslisten m.fl.,Ja,nej,CZ200400
Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,6.,6.,6.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,6.,Hver dag,Hver dag,Hver dag,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,I nogen grad,Slet ikke,Slet ikke,Til en vis grad,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Female,76,Skilt,2 børn,,Uoplyst,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,3,77,2,"Venstre, Danmarks Liberale Parti",Ja,ja,FU628420
Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Temmelig dårligt,9.,2.,3.,8.,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,6.,Hver dag,Flere gange om ugen,Hver dag,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,48,Gift eller reg. partnerskab,4 børn,Mindre byer,Lang vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,4,3,3,Det Radikale Venstre,Ja,ja,CZ636814
Ja,Ja,Ja,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Temmelig godt,8.,3.,1. Indvandrere belaster velfærdssystemet,8.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,1. Udvidelsen skal fortsætte,Flere gange om ugen,En eller to gange om ugen,Flere gange om ugen,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Medium-cycle tertiary eduation,350.000<,Male,55,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,4,Det Konservative Folkeparti,Ja,ja,FU650310
Ja,Ja,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,3.,1. Indvandrere gør problemerne med kriminalitet værre,3.,9.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,8.,Sjældent,Sjældent,Sjældent,Slet ikke,Slet ikke,Slet ikke,I mindre grad,Til en vis grad,I nogen grad,Til en vis grad,I nogen grad,Til en vis grad,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,350.000<,Male,53,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Uoplyst,Uoplyst,2,2,3,Dansk Folkeparti,Nej,ja,CZ577075
Nej,Nej,Nej,Nej,Nej,Slet ingen tillid,Slet ingen tillid,Nægter at svare,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,6.,6.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,8.,Hver dag,Aldrig,Hver dag,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Medium-cycle tertiary eduation,150.000-250.000,Male,50,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,4,4,4,Enhedslisten m.fl.,Nej,nej,FU511037
Nej,Nej,Nej,Nej,Ja,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,5.,4.,7.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,10. Udvidelsen er gået for vidt,Flere gange om ugen,Aldrig,Flere gange om ugen,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,51,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,4,Socialdemokraterne,Nej,nej,CZ223505
Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,7.,4.,6.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,6.,Sjældent,Sjældent,Aldrig,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,37,Papirløst partnerskab,2 børn,Større provinsbyer,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4,,Nej,ja,CZ365926
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,5.,5.,5.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,En eller to gange om ugen,Flere gange om ugen,En eller to gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,39,Skilt,3 børn,Mindre byer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,3,Socialdemokraterne,Ja,ja,CZ241688
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,6.,6.,6.,5.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,5.,Sjældent,Aldrig,Sjældent,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,22,Papirløst partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Lang vid. udd,Grundskole og gym.,2,2,,Socialdemokraterne,Nej,ja,FU269133
