,ipnr17,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
828,CZ367576,Medium-cycle tertiary eduation,350.000<,Male,53.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Lang vid. udd,Lang vid. udd,4,3,4.0,Socialdemokraterne,Ja,ja
829,CZ303014,Secondary education,250.000-350.000,Female,96.0,Skilt,1 barn,Større provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Lang vid. udd,2,77,1.0,Det Radikale Venstre,Nej,ja
830,FU874566,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,46.0,Gift eller reg. partnerskab,5 børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4.0,Socialdemokraterne,Ja,ja
831,CZ334931,Medium-cycle tertiary eduation,250.000-350.000,Female,42.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,5.0,Alternativet,Nej,nej
832,CZ131170,Secondary education,<150.0000,Female,22.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Nej,ja
833,CZ126989,Elementary school or unknown,<150.0000,Male,23.0,Enlig,1 barn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Uoplyst,2,77,1.0,Alternativet,Ja,ja
834,CZ302897,Secondary education,250.000-350.000,Female,49.0,Enlig,3 børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
835,CZ532165,Secondary education,<150.0000,Male,22.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Grundskole og gym.,Ukendt,77,2.0,Det Radikale Venstre,Ja,ja
836,FU290292,Medium-cycle tertiary eduation,250.000-350.000,Female,49.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,4.0,Socialdemokraterne,Ja,ja
837,FU299665,Secondary education,<150.0000,Female,19.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,Ukendt,77,1.0,Socialdemokraterne,,nej
838,FU427317,Medium-cycle tertiary eduation,250.000-350.000,Female,45.0,Skilt,1 barn,,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Grundskole og gym.,3,77,2.0,Socialistisk Folkeparti,Ja,ja
839,CZ228909,Elementary school or unknown,150.000-250.000,Male,47.0,Gift eller reg. partnerskab,4 børn,Mindre byer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,1,2,3.0,Socialdemokraterne,Nej,nej
840,FU233105,Secondary education,150.000-250.000,Female,64.0,Enlig,3 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Alternativet,Ja,ja
841,FU245605,Secondary education,<150.0000,Male,23.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,4,77,1.0,Det Radikale Venstre,Ja,ja
842,FU160726,Secondary education,250.000-350.000,Male,63.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
843,CZ618012,Secondary education,250.000-350.000,Female,64.0,Gift eller reg. partnerskab,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
844,CZ330399,Medium-cycle tertiary eduation,350.000<,Female,62.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,Lang vid. udd,4,2,5.0,Socialistisk Folkeparti,Nej,ja
845,FU137392,Elementary school or unknown,<150.0000,Male,19.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,3.0,Enhedslisten m.fl.,Nej,nej
846,FU572165,Secondary education,<150.0000,Female,21.0,Papirløst partnerskab,Ingen børn,,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,3.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
847,FU860339,Secondary education,150.000-250.000,Female,60.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Uoplyst,Grundskole og gym.,Grundskole og gym.,2,4,4.0,Dansk Folkeparti,Nej,ja
848,CZ590074,Secondary education,150.000-250.000,Male,64.0,Gift eller reg. partnerskab,4 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Uoplyst,2,3,3.0,Socialdemokraterne,Ja,ja
849,CZ583172,Secondary education,150.000-250.000,Female,38.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
850,CZ701033,Secondary education,250.000-350.000,Male,84.0,Gift eller reg. partnerskab,6 børn eller flere,Mellemstore byer,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,,Ja,nej
851,CZ401880,Medium-cycle tertiary eduation,250.000-350.000,Male,68.0,Papirløst partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,4.0,Socialistisk Folkeparti,Ja,nej
852,FU182029,Short-cycle tertiary eduation,150.000-250.000,Female,65.0,Enlig,Ingen børn,,Korte vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,3,77,1.0,Socialdemokraterne,Nej,ja
853,CZ889671,Elementary school or unknown,<150.0000,Male,21.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,5.0,Liberal Alliance (tidl. Ny Alliance),Nej,nej
854,CZ788970,Elementary school or unknown,<150.0000,Female,80.0,Enke/enkemand,2 børn,Mindre byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,1,77,1.0,Socialdemokraterne,Ja,ja
855,FU718231,Secondary education,<150.0000,Female,22.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Lang vid. udd,1,77,1.0,Det Radikale Venstre,Ja,nej
856,CZ564964,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,37.0,Gift eller reg. partnerskab,1 barn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Korte vid. udd,Grundskole og gym.,4,4,5.0,Socialdemokraterne,Nej,nej
857,CZ447154,Secondary education,150.000-250.000,Male,40.0,Gift eller reg. partnerskab,5 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,,,Ja,ja
858,CZ729703,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,31.0,Gift eller reg. partnerskab,1 barn,Landområder og landsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,4,5.0,Dansk Folkeparti,Ja,nej
859,FU705847,Elementary school or unknown,<150.0000,Female,18.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,1,77,,Vil stemme blankt,Ja,ja
860,FU517420,Short-cycle tertiary eduation,350.000<,Male,48.0,Gift eller reg. partnerskab,3 børn,,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
861,CZ119405,Medium-cycle tertiary eduation,150.000-250.000,Female,41.0,Skilt,2 børn,Mindre byer,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,4,77,2.0,Socialdemokraterne,Nej,ja
862,CZ205136,Secondary education,150.000-250.000,Male,24.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,2.0,,Nej,ja
863,CZ367795,Secondary education,<150.0000,Female,79.0,Gift eller reg. partnerskab,4 børn,Landområder og landsbyer,Grundskole og gym.,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,2,2.0,,Nej,ja
864,CZ360528,Elementary school or unknown,<150.0000,Female,39.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Korte vid. udd,Uoplyst,1,2,2.0,"Venstre, Danmarks Liberale Parti",,nej
865,CZ765745,Elementary school or unknown,<150.0000,Male,47.0,Gift eller reg. partnerskab,Ingen børn,Større provinsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Ukendt,2,2.0,Socialdemokraterne,Nej,ja
866,CZ329302,Secondary education,<150.0000,Female,37.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
867,CZ489446,Medium-cycle tertiary eduation,150.000-250.000,Female,24.0,Enlig,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Lang vid. udd,Lang vid. udd,3,77,2.0,Det Radikale Venstre,Nej,nej
868,FU580210,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,55.0,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Mellemlange vid. udd,1,77,1.0,Socialdemokraterne,Ja,nej
869,CZ142891,Secondary education,150.000-250.000,Male,44.0,Enlig,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,2.0,Socialistisk Folkeparti,Nej,ja
870,CZ456820,Short-cycle tertiary eduation,350.000<,Male,62.0,Gift eller reg. partnerskab,1 barn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,5.0,Dansk Folkeparti,Nej,ja
871,CZ586284,Secondary education,150.000-250.000,Female,31.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,4.0,,Ja,nej
872,FU767011,Secondary education,350.000<,Male,55.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,5.0,Det Radikale Venstre,Nej,ja
873,CZ605167,Elementary school or unknown,150.000-250.000,Female,68.0,Skilt,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Nej,ja
874,FU715619,Secondary education,150.000-250.000,Female,57.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
875,CZ804071,Secondary education,150.000-250.000,Male,27.0,Enlig,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
876,CZ352242,Elementary school or unknown,150.000-250.000,Male,74.0,Enlig,2 børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Nej,ja
877,FU394658,Medium-cycle tertiary eduation,150.000-250.000,Female,56.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,1.0,Dansk Folkeparti,Nej,ja
878,CZ540577,Elementary school or unknown,<150.0000,Female,71.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Mellemlange vid. udd,Korte vid. udd,Grundskole og gym.,Uoplyst,2,2,,Vil stemme blankt,Nej,ja
879,CZ335858,Short-cycle tertiary eduation,250.000-350.000,Female,57.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,4,4.0,Socialdemokraterne,Ja,ja
880,CZ517306,Short-cycle tertiary eduation,150.000-250.000,Male,84.0,Enke/enkemand,2 børn,Mellemstore byer,Lang vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
881,FU157039,Medium-cycle tertiary eduation,250.000-350.000,Male,77.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,2,2.0,Det Radikale Venstre,Nej,ja
882,CZ594513,Medium-cycle tertiary eduation,<150.0000,Male,41.0,Papirløst partnerskab,3 børn,Mellemstore byer,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,4.0,Socialdemokraterne,Nej,ja
883,FU102339,Elementary school or unknown,150.000-250.000,Male,49.0,Papirløst partnerskab,Uoplyst,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,3.0,Socialdemokraterne,Nej,ja
884,FU743930,Elementary school or unknown,<150.0000,Female,18.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Socialistisk Folkeparti,Nej,ja
885,FU398363,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,61.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,1,2,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
886,CZ294723,Secondary education,<150.0000,Female,23.0,Enlig,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Lang vid. udd,Mellemlange vid. udd,4,77,1.0,Det Radikale Venstre,Ja,ja
887,FU737395,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,31.0,Gift eller reg. partnerskab,Ingen børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,4,4,4.0,Socialdemokraterne,Ja,nej
888,FU225045,Secondary education,350.000<,Male,43.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Socialdemokraterne,Nej,ja
889,CZ261170,Secondary education,350.000<,Male,50.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
890,CZ773616,Secondary education,150.000-250.000,Male,71.0,Papirløst partnerskab,1 barn,Mellemstore byer,Uoplyst,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Ukendt,2,3.0,Dansk Folkeparti,Ja,ja
891,CZ482413,Medium-cycle tertiary eduation,350.000<,Female,50.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,5.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
892,CZ542312,Secondary education,<150.0000,Male,23.0,Enlig,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
893,CZ109937,Secondary education,250.000-350.000,Female,53.0,Gift eller reg. partnerskab,5 børn,Større provinsbyer,Korte vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
894,FU617490,Medium-cycle tertiary eduation,250.000-350.000,Female,46.0,Skilt,4 børn,,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,4,77,3.0,Dansk Folkeparti,Ja,ja
895,CZ705457,Secondary education,<150.0000,Female,77.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,2.0,Det Radikale Venstre,Ja,ja
896,FU318432,Elementary school or unknown,<150.0000,Male,22.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,4,4.0,Det Radikale Venstre,Nej,nej
897,FU495936,Medium-cycle tertiary eduation,<150.0000,Female,52.0,Enlig,1 barn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Korte vid. udd,4,77,1.0,Socialdemokraterne,Nej,ja
898,FU469598,Secondary education,<150.0000,Female,22.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Korte vid. udd,Ukendt,77,1.0,,Ja,ja
899,FU131289,Elementary school or unknown,150.000-250.000,Male,61.0,Enke/enkemand,2 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Nej,ja
900,CZ503641,Secondary education,<150.0000,Female,76.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,3,2,1.0,Socialdemokraterne,Nej,ja
901,FU313867,Medium-cycle tertiary eduation,150.000-250.000,Female,33.0,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,4.0,Enhedslisten m.fl.,Nej,ja
902,FU511503,Secondary education,<150.0000,Male,21.0,Enlig,1 barn,,Grundskole og gym.,Irrelevant,Korte vid. udd,Korte vid. udd,2,77,1.0,Nye Borgerlige,Nej,nej
903,FU893522,Secondary education,150.000-250.000,Male,40.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,3,2,4.0,Dansk Folkeparti,Ja,ja
904,CZ431536,Secondary education,150.000-250.000,Male,24.0,Enlig,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,77,1.0,,Nej,ja
905,FU275965,Secondary education,250.000-350.000,Male,54.0,Gift eller reg. partnerskab,4 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,4.0,Socialdemokraterne,Ja,ja
906,CZ590537,Elementary school or unknown,150.000-250.000,Male,56.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,3,77,2.0,Dansk Folkeparti,Nej,ja
907,CZ370237,Medium-cycle tertiary eduation,250.000-350.000,Male,70.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,2,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
908,CZ458711,Secondary education,150.000-250.000,Male,48.0,Gift eller reg. partnerskab,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,3.0,Dansk Folkeparti,Nej,ja
909,CZ196638,Secondary education,250.000-350.000,Male,47.0,Papirløst partnerskab,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,2,2,4.0,Dansk Folkeparti,Nej,nej
910,FU675821,Secondary education,<150.0000,Female,20.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Korte vid. udd,Mellemlange vid. udd,3,1,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
911,CZ498090,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,49.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Lang vid. udd,Mellemlange vid. udd,Korte vid. udd,Korte vid. udd,4,4,4.0,Det Radikale Venstre,Ja,ja
912,FU196562,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,52.0,Gift eller reg. partnerskab,5 børn,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
913,CZ393778,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,42.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,3,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
914,FU430145,Medium-cycle tertiary eduation,150.000-250.000,Female,60.0,Skilt,2 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,3.0,Det Radikale Venstre,Nej,ja
915,FU256430,Medium-cycle tertiary eduation,250.000-350.000,Female,41.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,4,2.0,Det Radikale Venstre,Ja,nej
916,CZ723305,Elementary school or unknown,<150.0000,Male,19.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Korte vid. udd,4,77,2.0,,Ja,ja
917,FU659430,Secondary education,<150.0000,Female,69.0,Gift eller reg. partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
918,CZ173621,Medium-cycle tertiary eduation,250.000-350.000,Male,55.0,Gift eller reg. partnerskab,Ingen børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,3.0,Alternativet,Nej,ja
919,FU142737,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,75.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Lang vid. udd,4,4,,Dansk Folkeparti,Nej,ja
920,FU592039,Medium-cycle tertiary eduation,150.000-250.000,Male,40.0,Papirløst partnerskab,2 børn,,Uoplyst,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,1.0,Alternativet,Nej,nej
921,CZ401011,Medium-cycle tertiary eduation,250.000-350.000,Female,49.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,3,3,5.0,Socialdemokraterne,Nej,ja
922,CZ862351,Elementary school or unknown,150.000-250.000,Male,44.0,Papirløst partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,3,3.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
